LOC,PC1
1,0.8165193020985765
2,0.5272666032646243
3,0.445153651277179
4,0.3031546403691954
5,0.36225824447348154
6,0.1573408734461822
7,1.7088410815064092
8,0.25062429041294965
9,0.0026785762179028436
10,-0.17829453691810154
11,0.8469040796926696
12,-0.24811130556565192
13,0.6555004129953721
14,0.5653020656215966
15,0.3453382260891042
16,1.1505167952347255
17,1.233814681129946
18,-0.3763535608591358
19,0.20930990619313544
20,0.08191205431469589
21,0.43688231795684723
22,0.4366920124539978
23,1.669469641456979
24,-0.3210145083141897
25,-0.4586169083887799
26,1.7343909116544367
27,3.1642982599508835
28,3.039875064026245
29,0.0873387958343519
30,-0.10491673785241051
31,0.2578708828071984
32,0.3790493007360146
33,-0.19091995643555648
34,0.4407069070428082
35,1.5345872139788963
36,0.6443469454513197
37,0.3974006480587359
38,-1.259031161109435
39,0.2706276679876539
40,1.1707614773597883
41,-0.7850646169574091
42,0.35519671704488787
43,-0.5037810485954537
44,-0.06585571270768721
45,-0.7259026197050136
46,0.19345105305752786
47,-0.019984091687818603
48,0.14194611775675925
49,-0.31026013975945327
50,-0.563865848820879
51,-3.060040276674949
52,-0.21474816346630576
53,-0.3536115912237763
54,-0.3427602723787887
55,0.09401230530519386
56,-1.9510633390207346
57,1.9504258812450297
58,-0.1898633037303079
59,-0.37305047566541133
60,-0.8638334587364151
61,-0.3959700571477386
62,-0.46137728387421706
63,-0.44436770393931896
64,-0.44921824016248224
65,-1.2385482777545
66,0.26351619682251404
67,-2.3017415032509065
68,-3.9029012356280024
69,-1.0879838046601529
70,-0.02755822837519417
71,2.3545415930079168
72,-0.6577300900996639
73,0.5428926054586967
74,-0.5246199692699595
75,-1.5378621451978152
76,-1.7911838673438738
77,0.6460485974655795
78,0.4431357376677896
79,-0.6203294242316977
80,-0.5739109758685426
81,-0.1287192551710491
82,-1.0641925759526323
83,-1.6860644583617084
84,-1.219767668628894
85,-2.054219366574433
86,-0.9873611668243774
87,-0.6084051838360602
88,-0.4344813454211443
89,-0.3272683860658452
90,-0.31141287645323523
91,-1.0091499937963535
92,-0.7291429044209485
93,-0.3744750624363339
94,-0.04352414666459864
95,0.44733634214839707
96,-0.048100043019495
97,-0.2226721407770181
98,0.3132747293401732
99,-0.5325750293786791
100,-0.03693849005941957
101,-0.035654625300421905
102,-0.28343457910375286
103,-0.6325195218128491
104,-1.9127347386195692
105,-4.017485025622569
106,0.2884337916134309
107,0.07539725622917645
108,0.15070945439824893
109,-1.5544653916646036
110,-0.1670879044147921
111,-0.5503189125741701
112,0.5220800381072894
113,0.3620717899712451
114,-0.48066676141152004
115,1.32071617949327
116,-1.3731187764197619
117,0.045081849397850426
118,-0.06664077634828369
119,1.2265527447630689
120,0.3642735500782841
121,-0.3393321452087455
122,-0.5987931583200622
123,1.3230535845875795
124,-0.7015062944692708
125,-3.0651004373861648
126,-0.405579916520089
127,-1.7094720302723017
