LOC,PC1
1,0.26525955286148206
2,-0.4378793318072434
3,-0.120207474954868
4,-0.25324979899683897
5,-0.21826388959597726
6,-0.4015987161755792
7,0.5350841267568722
8,0.5480621571175408
9,0.34569729785257425
10,1.0484124630078815
11,0.3239333659757762
12,0.6349107453792256
13,0.6850542033908965
14,0.22321328113901295
15,0.4319392628203427
16,0.3311554089189711
17,0.3955212841289528
18,-0.013909217743949931
19,0.347944155802653
20,0.8913562467602298
21,0.33440764243211774
22,0.4817809616901916
23,-0.4347504844784896
24,-0.619499350985254
25,0.19354550511248592
26,-0.16121398778431234
27,0.5689435020785242
28,-0.1475130468645953
29,0.6524809785088751
30,0.3524979673064473
31,0.228814804579546
32,0.005779579524069383
33,-0.9310895404346036
34,-3.8120014370984943
35,0.468774467242167
36,-0.16750456593603683
37,0.6789259167370554
38,0.9226482423474024
39,1.4515486207759785
40,-0.6215069391679
41,-0.42677962465197494
42,-0.08536592844917879
43,0.600758668431421
44,0.25182685347639844
45,-0.13693605671122983
46,0.9442113387184476
47,-0.6798332508341066
48,0.5104502347221561
49,0.8503496859696581
50,1.154526687025358
51,-0.5358468966322639
52,-0.0203847931909088
53,0.9998880005547215
54,0.10290757973529485
55,0.47849281560319584
56,-0.4175024834936616
57,-1.0183237529167082
58,-1.0909718571066678
59,0.10228069229634218
60,0.7663619485852303
61,1.3443297785990445
62,0.9657603158273319
63,0.5515987541666988
64,-0.34887288074526024
65,-0.7365238364022378
66,1.5893295945754593
67,-1.1665560121064404
68,-0.7508431596076897
69,-1.5734715504842325
70,0.30979242371032034
71,-1.1316999854163674
72,1.7870872961958508
73,-1.0977598784916178
74,0.7276702275780473
75,-1.7312586729366086
76,-0.7817639502894146
77,-1.4677297989516898
78,-1.0257272154660748
79,-0.6672963809348618
80,0.18798365539846762
81,-2.82680107192904
82,-0.38165087524394603
83,-2.267633297103133
84,-0.1567320810838177
85,-2.0804371589218773
86,0.7222524893796778
87,-1.9072807311042155
88,-0.34262635447307405
89,0.15604562142185158
90,0.18794115061954952
91,-0.9549203781070764
92,1.1800195664041444
93,0.5650965946103975
94,-2.224734182103262
95,0.10705828008253526
96,-0.03404150582713705
97,0.6150345534753894
98,-0.40483750783807815
99,-0.6215069391679
100,0.7839854673055993
101,-0.22469012541909172
102,1.0050558867648953
103,1.2679805466983862
104,-0.1706236168153148
105,-2.323938385540464
106,-0.02628171854468786
107,-1.2881882913959568
108,0.7776735689568101
109,0.9922147700772529
110,-1.536855218159708
111,-0.8358753339824339
112,-0.02628171854468786
113,-1.9716614502295216
114,-1.9747286750177406
115,-0.45144259041841095
116,0.04917446306597839
117,-1.5580528298752054
118,-1.4954492271054525
119,-1.214655019833569
120,-0.22469012541909172
121,-2.62155099585207
122,1.5213038550756632
123,-0.5342727266857958
124,-0.9504603305008817
125,1.4617813330133425
126,0.7853890368506011
127,-1.614246776335865
128,1.1183821672691816
129,0.2574501858248058
130,-0.410714462108711
131,-1.2763092539722942
132,0.718269092223713
133,-1.0909718571066678
134,-1.5564111273684273
135,-1.524474201851457
136,-1.5977449059393931
137,-0.6374669271080295
138,0.6502954556782852
139,-2.051416514365177
140,-0.08439650768388485
141,0.9514674337504508
142,0.6187664291376347
143,0.3767525703510115
144,0.7113653374605228
145,1.144224131062586
146,0.20719311419647907
147,-0.7113975346381594
148,-2.0871419148736163
149,-0.06997815165514476
150,0.8306342097661068
151,0.0321030952654556
152,0.6691724958483884
153,1.0153042959050456
154,0.26105901759049366
155,0.7580994774656258
156,0.7469642103905396
157,0.7181890769657829
158,-0.8310950975178207
159,-1.1677676380120028
160,0.1742274456863934
161,1.1806910602864271
162,-0.6621334813599283
163,-0.5153694459545505
164,-1.050098203146672
165,0.04919228860679181
166,-1.2054221898475
167,-3.246174871396555
168,-0.09773785014953264
169,0.06752633506507041
170,-0.7247011395901343
171,0.7352226293205291
172,0.4486654740137952
173,0.4360380395894896
174,-1.365641217233315
175,-1.3541757831947165
176,-0.543222858839928
177,-0.9358043853727394
178,1.4966495911413378
179,1.4098161287116833
180,1.1380873383718044
181,-0.99621208738737
182,-0.3611063086625521
183,-1.7167587659961154
184,0.68584913408439
185,-0.6625569543832939
186,-2.224734182103262
187,-0.284740870442423
188,-3.494547986099448
189,0.251592554255919
190,0.1771453063980722
191,0.43841192278743124
192,-2.954839698519564
193,0.47603844406549495
194,-0.1490770024941126
195,-0.9549203781070764
196,0.6669219780046874
197,-0.6148788551827694
198,0.551119513325357
199,0.8858365616329856
200,0.353659103150043
201,0.0061851116711236775
202,-1.811957380414324
203,0.4834031941019435
204,1.1641687227017363
205,-0.5739180266481021
206,0.1625506955656385
207,0.9657603158273319
208,0.24304357005958155
209,-1.5133062001239466
210,0.7276702275780473
211,1.1183821672691816
212,1.1141604859486602
213,-0.7644192023775895
214,0.3713401362526532
215,1.0018345716226782
216,-0.6215069391679
217,1.0451236785770939
218,1.1641687227017363
219,0.6259264380893916
220,0.7520897238087432
221,-0.22469012541909172
222,-0.5262927327157304
223,0.40592848101657925
224,0.4442485677557848
225,-0.7130800500330099
226,0.27133089176691816
227,0.6510435325093117
228,1.1183821672691816
229,-3.3018083908500273
230,-1.33222170379545
231,0.8350476745567841
232,-0.7993751277608607
233,-0.9549203781070764
234,0.7093313511299757
235,-2.0310352332539776
236,0.0909090557706203
237,0.07803482982941123
238,1.5673858076400413
239,-0.6847118209978466
240,-0.12004912610404712
241,2.7554851288576705
242,0.4101920165786046
243,0.6749757047460395
244,-0.1475130468645953
245,-0.1351447305919052
246,0.6220693933948171
247,-3.046441234060242
248,-0.37292238460882454
249,0.914163215616215
250,-2.0871419148736163
251,-1.811957380414324
252,0.24564562462444478
253,0.47708692490625526
254,0.3761974564985159
255,-0.3192245721996879
256,-0.7265177908342887
257,0.5825195448484237
258,-0.6164604221304938
259,0.4552008937839271
260,0.6727259976019894
261,0.5227239943436486
262,0.6730328232401013
263,0.7825497795167227
264,0.8065942155714299
265,-0.13229797094930845
266,0.3475266874775891
267,0.04731098849564691
268,-0.6237536432159252
269,0.5366385333143083
270,0.33968478403877733
271,0.4288905089907096
272,0.5932120451764242
273,0.3231608968613937
274,0.16354109550445034
275,0.29659728807233043
276,-0.5804041164087497
277,0.9296860600319857
278,0.3665690455867301
279,0.9752842236163068
280,0.9657603158273319
281,0.8334880445777297
282,-0.30823050726094625
283,-0.11131389291943261
284,0.7853890368506011
285,1.2492008970764805
286,1.0451236785770939
